data,temp_media,temp_max,temp_min,precipitacao,umidade_relativa,radiacao_solar,evapotranspiracao,vento,ndvi,ph_solo,carbono_organico,argila,areia,altitude,latitude,longitude,id_fazenda
20181016,28.37,36.02,21.98,0.25,57.86,16.64,0.04,3.44,0.3488980215752906,66.98242783660265,229.58658834156668,220,593,442.0,-9.9,-39.0,BA_Canudos
20181017,27.3,35.64,21.91,0.58,63.17,17.74,0.03,4.4,0.34930386551737547,66.9818187558854,229.0942785683075,220,593,442.0,-9.9,-39.0,BA_Canudos
20181018,27.84,36.17,21.07,0.17,56.92,22.16,0.04,4.15,0.3497097094594604,66.99797946670047,228.49215241635503,220,593,442.0,-9.9,-39.0,BA_Canudos
20181019,28.65,36.56,21.22,0.01,53.65,25.28,0.04,3.44,0.3501155534015453,67.02860293959192,229.50823236968952,220,593,442.0,-9.9,-39.0,BA_Canudos
20181020,29.72,38.1,21.89,0.0,47.3,25.19,0.04,3.35,0.3505213973436302,67.03945167206955,229.71180397590675,220,593,442.0,-9.9,-39.0,BA_Canudos
20181021,28.08,35.47,22.5,0.06,54.62,23.38,0.03,4.4,0.3509272412857152,67.02966367891827,229.6412891761628,220,593,442.0,-9.9,-39.0,BA_Canudos
20181022,26.96,35.24,20.9,1.86,61.74,19.52,0.04,4.49,0.35133308522780005,67.01529006920946,229.90185238595646,220,593,442.0,-9.9,-39.0,BA_Canudos
20181023,26.53,34.79,20.75,1.56,62.02,22.84,0.05,4.34,0.3517389291698849,67.01368094115467,231.20280344033495,220,593,442.0,-9.9,-39.0,BA_Canudos
20181024,26.23,34.55,19.91,2.62,60.77,26.82,0.08,4.11,0.3521447731119699,67.00902689900904,231.56695591933342,220,593,442.0,-9.9,-39.0,BA_Canudos
20181025,26.61,35.34,19.61,0.0,59.37,27.18,0.1,4.49,0.35255061705405477,67.00931265950568,232.5086013344563,220,593,442.0,-9.9,-39.0,BA_Canudos
20181026,27.83,36.9,20.48,0.0,56.42,26.44,0.11,3.79,0.3529564609961397,66.99484075028708,232.95156344438905,220,593,442.0,-9.9,-39.0,BA_Canudos
20181027,28.53,37.63,20.83,0.0,51.53,28.2,0.11,3.92,0.3533623049382246,67.010637070519,232.3516425448845,220,593,442.0,-9.9,-39.0,BA_Canudos
20181028,29.19,37.71,20.88,0.71,50.12,26.99,0.09,2.53,0.3537681488803095,67.01775952817995,232.33570964305673,220,593,442.0,-9.9,-39.0,BA_Canudos
20181029,29.73,38.07,21.84,0.08,53.15,25.77,0.09,3.63,0.3541739928223944,67.03878615938554,231.89492844635677,220,593,442.0,-9.9,-39.0,BA_Canudos
20181030,28.39,36.07,22.42,0.12,56.59,21.4,0.07,4.88,0.35457983676447935,67.01943044497158,232.29007547679893,220,593,442.0,-9.9,-39.0,BA_Canudos
20181031,27.71,36.21,21.27,0.25,56.52,27.04,0.08,4.7,0.3549856807065642,66.9840535989863,231.90545506097055,220,593,442.0,-9.9,-39.0,BA_Canudos
20181101,27.25,35.88,20.44,0.0,51.52,25.02,0.07,4.09,0.35539152464864915,66.9965855371682,231.45151116145942,220,593,442.0,-9.9,-39.0,BA_Canudos
20181102,27.38,36.55,19.65,0.0,52.89,28.82,0.08,3.78,0.3557973685907341,67.04078679930258,231.44016644093884,220,593,442.0,-9.9,-39.0,BA_Canudos
20181103,28.04,36.39,21.39,0.0,55.31,26.56,0.06,4.53,0.35620321253281895,67.07155139368389,231.2624271833416,220,593,442.0,-9.9,-39.0,BA_Canudos
20181104,28.33,37.17,21.11,0.0,51.91,24.83,0.06,4.18,0.35660905647490393,67.03698068659182,231.35124708847775,220,593,442.0,-9.9,-39.0,BA_Canudos
20181105,28.08,37.38,20.5,0.0,54.27,26.89,0.06,4.43,0.3570149004169888,67.0023800909418,232.07063794024597,220,593,442.0,-9.9,-39.0,BA_Canudos
20181106,27.3,35.76,21.2,0.0,54.1,23.81,0.05,4.82,0.35742074435907367,66.97384500225841,231.20242746027338,220,593,442.0,-9.9,-39.0,BA_Canudos
20181107,27.14,36.09,19.57,0.11,56.92,27.3,0.05,4.62,0.35782658830115865,66.98240550479319,231.49302734720678,220,593,442.0,-9.9,-39.0,BA_Canudos
20181108,27.42,35.23,21.5,1.25,61.39,21.34,0.05,4.9,0.3582324322432435,66.98525607743119,230.04483920939114,220,593,442.0,-9.9,-39.0,BA_Canudos
20181109,27.49,35.66,21.31,0.05,58.37,26.77,0.05,4.68,0.35863827618532845,67.00001342810626,230.68455795523514,220,593,442.0,-9.9,-39.0,BA_Canudos
20181110,28.19,36.74,21.35,0.0,55.64,25.37,0.05,4.53,0.3590441201274134,66.977220270741,230.350607706226,220,593,442.0,-9.9,-39.0,BA_Canudos
20181111,28.3,37.0,21.17,0.0,53.2,27.68,0.05,4.53,0.35944996406949825,66.99515506481988,229.44352764711257,220,593,442.0,-9.9,-39.0,BA_Canudos
20181112,28.15,36.16,21.59,0.0,52.74,26.54,0.04,4.3,0.3598558080115832,67.00420153122525,229.30518622151746,220,593,442.0,-9.9,-39.0,BA_Canudos
20181113,28.03,36.77,21.57,0.0,52.08,27.31,0.05,4.95,0.3602616519536681,67.03097984348,229.42815778525315,220,593,442.0,-9.9,-39.0,BA_Canudos
20181114,27.86,36.69,20.79,0.0,52.95,28.32,0.05,4.59,0.360667495895753,66.98531796486334,231.02992924930922,220,593,442.0,-9.9,-39.0,BA_Canudos
20181115,27.97,36.61,21.52,0.0,54.04,24.61,0.04,4.52,0.3610733398378379,66.9525508128131,230.61244388930902,220,593,442.0,-9.9,-39.0,BA_Canudos
20181116,27.88,36.26,21.3,0.0,55.57,24.63,0.04,4.98,0.36147918377992283,66.92662358047953,230.79848634109854,220,593,442.0,-9.9,-39.0,BA_Canudos
20181117,27.53,36.14,21.25,0.02,55.65,26.14,0.04,5.06,0.3618850277220077,66.96928108175307,230.34372378737052,220,593,442.0,-9.9,-39.0,BA_Canudos
20181118,26.96,35.67,20.59,0.01,58.27,25.25,0.03,5.16,0.3622908716640927,66.9864179839043,231.09413733379165,220,593,442.0,-9.9,-39.0,BA_Canudos
20181119,27.39,36.1,20.19,0.0,56.07,27.26,0.04,4.53,0.36269671560617756,66.98749706941295,230.5373639059649,220,593,442.0,-9.9,-39.0,BA_Canudos
20181120,27.25,35.14,21.34,0.0,57.07,27.27,0.03,4.71,0.3631025595482624,66.98550483421953,231.00811560057682,220,593,442.0,-9.9,-39.0,BA_Canudos
20181121,27.17,35.94,20.97,0.0,59.12,26.56,0.03,4.95,0.3635084034903474,66.98825640794377,230.9820838429031,220,593,442.0,-9.9,-39.0,BA_Canudos
20181122,26.75,35.07,21.06,0.01,58.46,25.83,0.03,4.95,0.3639142474324323,67.01171509435588,230.6428250168193,220,593,442.0,-9.9,-39.0,BA_Canudos
20181123,26.4,34.93,20.24,0.06,59.55,21.52,0.03,4.86,0.3643200913745172,66.98384623012699,231.3039127221319,220,593,442.0,-9.9,-39.0,BA_Canudos
20181124,27.19,35.12,20.88,0.2,58.89,19.33,0.03,4.43,0.36472593531660213,66.98879834875824,230.64972772019846,220,593,442.0,-9.9,-39.0,BA_Canudos
20181125,27.55,35.83,21.89,0.34,59.04,17.78,0.03,4.41,0.365131779258687,67.00483655315513,231.62112153642855,220,593,442.0,-9.9,-39.0,BA_Canudos
20181126,23.22,26.6,20.99,17.83,80.81,13.71,0.01,3.3,0.36553762320077193,67.04247034113429,230.76935337549193,220,593,442.0,-9.9,-39.0,BA_Canudos
20181127,24.63,30.47,20.51,3.17,70.75,11.65,0.89,4.31,0.36594346714285686,67.02970302486136,229.98530359547235,220,593,442.0,-9.9,-39.0,BA_Canudos
20181128,25.77,32.61,20.53,0.36,66.36,22.97,1.34,4.31,0.36634931108494173,67.00285161626941,228.9057789383809,220,593,442.0,-9.9,-39.0,BA_Canudos
20181129,26.77,34.09,21.05,0.11,62.25,25.2,1.6,4.28,0.36675515502702666,66.99572029657958,230.0258177437547,220,593,442.0,-9.9,-39.0,BA_Canudos
20181130,27.35,35.07,20.77,0.08,59.07,21.77,1.63,3.78,0.3671609989691116,67.01041246831743,232.12328641989475,220,593,442.0,-9.9,-39.0,BA_Canudos
20181201,27.26,33.1,21.92,1.34,62.3,21.19,1.03,2.82,0.36756684291119646,67.02089064254557,231.3413555812094,220,593,442.0,-9.9,-39.0,BA_Canudos
20181202,24.97,27.85,22.57,15.34,79.39,17.55,0.33,1.66,0.36797268685328144,67.03042043656393,229.97557649074665,220,593,442.0,-9.9,-39.0,BA_Canudos
20181203,25.32,28.99,22.4,12.15,79.62,19.45,1.05,2.13,0.3683785307953663,67.0325748409901,227.90902273662505,220,593,442.0,-9.9,-39.0,BA_Canudos
20181204,24.41,28.08,21.85,14.06,85.05,12.99,0.86,1.58,0.3687843747374512,67.01679668165316,229.27861215812376,220,593,442.0,-9.9,-39.0,BA_Canudos
20181205,24.17,27.81,21.72,8.15,81.65,20.79,1.57,1.46,0.36919021867953616,67.01466755598432,229.3201483234311,220,593,442.0,-9.9,-39.0,BA_Canudos
20181206,25.45,30.23,21.37,5.61,76.02,21.87,2.44,2.32,0.36959606262162104,66.99732649842606,230.8512444759499,220,593,442.0,-9.9,-39.0,BA_Canudos
20181207,26.23,33.23,20.58,0.04,64.79,26.32,5.54,3.04,0.37000190656370596,67.00684466864537,231.23407377686837,220,593,442.0,-9.9,-39.0,BA_Canudos
20181208,27.21,33.85,20.71,2.52,64.37,27.85,5.54,2.25,0.3704077505057909,66.9762642015096,232.6940134673445,220,593,442.0,-9.9,-39.0,BA_Canudos
20181209,25.39,29.4,22.03,6.24,74.33,21.16,2.22,3.48,0.37081359444787576,66.97009496932793,233.60752069958357,220,593,442.0,-9.9,-39.0,BA_Canudos
20181210,25.29,30.82,21.32,5.6,74.98,17.95,3.11,4.24,0.3712194383899607,66.96877474046556,234.44027655357834,220,593,442.0,-9.9,-39.0,BA_Canudos
20181211,25.39,32.19,20.58,2.12,67.91,23.71,4.14,4.69,0.3716252823320456,66.97942839471968,234.0517934931731,220,593,442.0,-9.9,-39.0,BA_Canudos
20181212,24.89,32.08,19.21,0.28,65.35,24.24,4.51,4.54,0.3720311262741305,66.99512489864799,232.80383791947284,220,593,442.0,-9.9,-39.0,BA_Canudos
20181213,24.97,32.02,19.35,1.24,63.82,20.54,4.27,3.97,0.3724369702162154,67.01349680060758,230.30871320491232,220,593,442.0,-9.9,-39.0,BA_Canudos
20181214,25.0,31.74,19.77,0.02,63.56,23.09,3.92,3.86,0.37284281415830034,66.99982518083817,229.1596742487932,220,593,442.0,-9.9,-39.0,BA_Canudos
20181215,24.89,32.18,19.32,0.0,62.67,26.89,4.07,4.26,0.3732486581003852,67.01003440579368,228.35283722087243,220,593,442.0,-9.9,-39.0,BA_Canudos
20181216,25.27,33.16,18.07,0.0,59.59,27.16,4.42,3.78,0.37365450204247014,66.97315221687323,229.87193602563045,220,593,442.0,-9.9,-39.0,BA_Canudos
20181217,25.66,33.26,19.89,2.6,66.63,17.58,3.63,4.39,0.37406034598455506,67.02578477904832,231.79058641470291,220,593,442.0,-9.9,-39.0,BA_Canudos
20181218,26.0,32.73,20.9,1.88,67.95,23.37,3.13,4.01,0.37446618992663994,67.00883205118653,232.10002418861652,220,593,442.0,-9.9,-39.0,BA_Canudos
20181219,25.74,33.55,19.82,0.08,61.86,28.06,3.61,3.98,0.3748720338687249,67.00204309605262,230.80494228720283,220,593,442.0,-9.9,-39.0,BA_Canudos
20181220,25.64,34.1,17.59,0.0,58.6,28.35,3.37,3.49,0.3752778778108098,66.95819018065127,228.72964514347487,220,593,442.0,-9.9,-39.0,BA_Canudos
20181221,25.51,33.07,19.27,0.0,59.71,24.17,2.48,3.34,0.39643777118478823,66.97289550414682,230.50135562940838,220,593,442.0,-9.9,-39.0,BA_Canudos
20181222,25.69,33.15,19.67,0.0,58.99,24.55,2.22,3.36,0.4175976645587667,67.01460631790557,232.3313876176038,220,593,442.0,-9.9,-39.0,BA_Canudos
20181223,25.73,32.28,20.92,0.01,65.5,16.98,1.49,3.15,0.43875755793274507,67.03637753912817,233.73033906621177,220,593,442.0,-9.9,-39.0,BA_Canudos
20181224,26.34,31.52,21.81,0.01,61.38,14.56,1.6,2.94,0.4599174513067235,67.04297864911221,231.65688794282582,220,593,442.0,-9.9,-39.0,BA_Canudos
20181225,27.39,34.59,21.2,0.05,56.78,26.14,2.15,3.54,0.48107734468070196,67.04228049137396,231.4321395149391,220,593,442.0,-9.9,-39.0,BA_Canudos
20181226,27.06,35.12,19.8,0.04,54.29,28.42,2.08,3.49,0.48395318593163694,67.04278859607847,230.75644678690279,220,593,442.0,-9.9,-39.0,BA_Canudos
20181227,27.46,35.97,20.17,0.0,53.67,28.54,1.96,3.31,0.4868290271825719,67.03653284737447,232.22489338428463,220,593,442.0,-9.9,-39.0,BA_Canudos
20181228,28.12,36.07,21.19,0.0,57.84,28.13,1.67,3.84,0.48585814095545343,67.00980774483156,230.89921730560084,220,593,442.0,-9.9,-39.0,BA_Canudos
20181229,27.94,36.34,21.45,0.0,54.16,27.14,1.5,3.93,0.4848872547283349,66.99289841582919,230.84529634095227,220,593,442.0,-9.9,-39.0,BA_Canudos
20181230,27.32,36.02,20.27,0.0,52.68,24.28,1.24,3.66,0.4839163685012164,66.97683915722725,229.88175935434364,220,593,442.0,-9.9,-39.0,BA_Canudos
20181231,28.36,36.3,21.21,0.03,57.23,26.32,1.1,3.58,0.48294548227409784,67.00703575212486,231.05106053734343,220,593,442.0,-9.9,-39.0,BA_Canudos
20190101,28.19,36.52,21.69,0.09,56.76,26.82,0.89,4.54,0.48197459604697934,67.02558386147531,232.5359633437117,220,593,442.0,-9.9,-39.0,BA_Canudos
20190102,27.82,36.26,21.99,0.0,58.59,25.18,0.74,4.64,0.4810037098198608,67.05856407387644,232.06017107028595,220,593,442.0,-9.9,-39.0,BA_Canudos
20190103,27.6,36.0,20.65,0.0,55.52,27.34,0.65,4.22,0.4800328235927423,67.0219031137804,231.4596626681695,220,593,442.0,-9.9,-39.0,BA_Canudos
20190104,28.21,36.25,21.27,1.88,54.28,26.01,0.63,3.55,0.47906193736562375,67.01956674725194,230.6834309276687,220,593,442.0,-9.9,-39.0,BA_Canudos
20190105,28.04,36.72,21.06,0.38,53.04,21.16,0.58,4.19,0.47809105113850525,66.98896758608448,231.27818181802863,220,593,442.0,-9.9,-39.0,BA_Canudos
20190106,27.44,35.04,21.8,0.0,56.51,17.25,0.46,4.57,0.4771201649113867,67.01428974628486,230.86988581757043,220,593,442.0,-9.9,-39.0,BA_Canudos
20190107,26.42,32.86,21.41,0.01,60.51,14.58,0.32,3.97,0.4761492786842682,67.01038297968587,230.24200260067843,220,593,442.0,-9.9,-39.0,BA_Canudos
20190108,26.6,33.18,21.21,0.01,59.57,18.24,0.33,4.04,0.47517839245714966,66.99598183605683,230.24682204022622,220,593,442.0,-9.9,-39.0,BA_Canudos
20190109,26.83,34.13,21.37,0.0,61.39,19.59,0.32,4.36,0.47420750623003116,67.00420618494466,231.96308561793163,220,593,442.0,-9.9,-39.0,BA_Canudos
20190110,26.19,33.25,21.47,0.0,60.84,19.85,0.26,4.2,0.4732366200029126,66.96462431327329,232.11213077777424,220,593,442.0,-9.9,-39.0,BA_Canudos
20190111,27.1,35.93,20.12,0.0,57.24,23.22,0.36,4.32,0.4722657337757941,66.98525922632423,232.71412633635373,220,593,442.0,-9.9,-39.0,BA_Canudos
20190112,27.52,36.22,20.05,0.0,54.48,27.15,0.33,3.88,0.4712948475486756,66.98716166755604,230.9697932126861,220,593,442.0,-9.9,-39.0,BA_Canudos
20190113,27.26,36.06,19.74,0.11,59.7,26.43,0.28,4.03,0.47032396132155707,67.03506942536784,230.84801411581512,220,593,442.0,-9.9,-39.0,BA_Canudos
20190114,27.26,34.45,22.26,0.67,61.15,18.52,0.22,4.21,0.4693530750944386,67.05186681068052,230.4710934684314,220,593,442.0,-9.9,-39.0,BA_Canudos
20190115,27.66,36.34,20.96,0.08,58.03,24.05,0.28,4.24,0.46838218886732,67.02618335657392,231.50543910917335,220,593,442.0,-9.9,-39.0,BA_Canudos
20190116,27.6,36.01,21.12,0.0,55.84,20.79,0.25,3.87,0.46741130264020153,66.994067308059,231.85736072184227,220,593,442.0,-9.9,-39.0,BA_Canudos
20190117,28.23,36.77,21.76,0.06,59.86,22.97,0.22,4.01,0.466440416413083,66.97821599540471,231.5258078687532,220,593,442.0,-9.9,-39.0,BA_Canudos
20190118,27.87,36.18,21.8,0.0,56.24,21.66,0.22,4.36,0.4654695301859645,66.98852199634833,231.15429449522392,220,593,442.0,-9.9,-39.0,BA_Canudos
20190119,27.39,36.12,20.2,0.0,54.04,25.1,0.21,4.01,0.46449864395884594,67.01311121595784,231.3602438173444,220,593,442.0,-9.9,-39.0,BA_Canudos
20190120,27.92,36.05,20.75,0.0,56.58,24.37,0.17,3.85,0.46352775773172744,67.01441515271794,231.3220014824195,220,593,442.0,-9.9,-39.0,BA_Canudos
20190121,28.1,36.67,22.02,0.0,55.53,25.45,0.17,4.65,0.4625568715046089,67.00582400312022,232.50623270218162,220,593,442.0,-9.9,-39.0,BA_Canudos
20190122,27.39,36.45,19.71,0.0,54.38,28.22,0.15,4.36,0.4615859852774904,66.98525692395732,231.0750708992023,220,593,442.0,-9.9,-39.0,BA_Canudos
20190123,28.13,36.64,21.34,0.0,57.36,25.6,0.14,4.0,0.46061509905037185,67.00525754243178,231.31681144820732,220,593,442.0,-9.9,-39.0,BA_Canudos
20190124,28.26,36.42,21.75,0.08,51.42,24.88,0.14,3.95,0.45964421282325335,67.01388772520964,229.4477155277318,220,593,442.0,-9.9,-39.0,BA_Canudos
20190125,27.9,36.21,21.45,0.54,56.87,23.5,0.12,3.85,0.4586733265961348,67.04526418840432,230.56935865415474,220,593,442.0,-9.9,-39.0,BA_Canudos
20190126,27.25,35.08,20.86,0.0,54.15,27.93,0.11,3.95,0.4577024403690163,67.04218056230212,230.7485794130727,220,593,442.0,-9.9,-39.0,BA_Canudos
20190127,26.9,35.15,20.29,0.0,55.45,28.57,0.1,4.16,0.44506396921065783,67.0325242403617,230.45077212169926,220,593,442.0,-9.9,-39.0,BA_Canudos
20190128,26.69,35.23,20.34,0.82,62.84,23.6,0.08,4.58,0.4324254980522993,66.9996407732735,231.49977368642473,220,593,442.0,-9.9,-39.0,BA_Canudos
20190129,27.18,35.81,21.25,0.11,59.83,25.14,0.1,4.26,0.4197870268939408,66.98199234907061,231.103252215544,220,593,442.0,-9.9,-39.0,BA_Canudos
20190130,27.35,35.97,20.59,0.01,55.39,27.46,0.1,4.03,0.4071485557355823,66.9884330151264,230.68376658689297,220,593,442.0,-9.9,-39.0,BA_Canudos
20190131,27.74,36.31,20.81,0.02,57.75,23.2,0.09,3.99,0.3945100845772238,67.01518559040409,229.45300736042304,220,593,442.0,-9.9,-39.0,BA_Canudos
20190201,28.35,36.81,22.01,0.05,58.02,21.54,0.09,4.28,0.3818716134188653,67.00798082497982,229.92615480387323,220,593,442.0,-9.9,-39.0,BA_Canudos
20190202,27.97,34.93,22.69,0.32,60.14,20.98,0.06,3.94,0.3692331422605068,67.01212301453656,230.82230954314363,220,593,442.0,-9.9,-39.0,BA_Canudos
20190203,28.82,37.5,21.39,0.25,56.74,22.22,0.09,3.47,0.35659467110214826,66.99844255750112,230.10499412256013,220,593,442.0,-9.9,-39.0,BA_Canudos
20190204,30.17,38.32,22.91,0.09,51.0,25.34,0.1,3.02,0.3439561999437898,67.01920865270908,230.00584407418123,220,593,442.0,-9.9,-39.0,BA_Canudos
20190205,29.46,36.42,23.26,0.7,56.99,22.18,0.08,3.53,0.3313177287854313,67.02521909443692,229.72416853357754,220,593,442.0,-9.9,-39.0,BA_Canudos
20190206,26.87,32.4,22.88,14.31,72.39,20.41,0.08,3.2,0.3186792576270728,67.02622687194257,230.8532864924318,220,593,442.0,-9.9,-39.0,BA_Canudos
20190207,27.7,35.04,22.28,1.1,60.85,21.76,1.16,3.77,0.30604078646871424,67.00650725089686,231.38293504834942,220,593,442.0,-9.9,-39.0,BA_Canudos
20190208,27.92,36.17,21.56,0.48,58.38,25.71,1.2,3.89,0.29340231531035577,66.99231063644174,232.13227297522826,220,593,442.0,-9.9,-39.0,BA_Canudos
20190209,27.54,35.45,21.3,0.0,60.27,26.26,0.96,4.33,0.2807638441519973,66.9898475714217,230.7910777801017,220,593,442.0,-9.9,-39.0,BA_Canudos
20190210,27.05,34.99,20.56,0.0,61.48,25.77,0.82,4.63,0.26812537299363876,66.99466075321784,229.52613458644592,220,593,442.0,-9.9,-39.0,BA_Canudos
20190211,27.21,35.6,21.07,0.03,60.53,25.54,0.74,4.74,0.2908536920529914,66.985443119178,229.7179020769962,220,593,442.0,-9.9,-39.0,BA_Canudos
20190212,27.81,36.4,20.91,0.16,59.71,27.5,0.69,3.94,0.313582011112344,66.9739861184553,230.7706076239114,220,593,442.0,-9.9,-39.0,BA_Canudos
20190213,27.53,33.88,21.7,0.0,60.18,21.14,0.44,2.66,0.33631033017169665,66.97998922566144,231.53635801961423,220,593,442.0,-9.9,-39.0,BA_Canudos
20190214,28.32,33.7,23.16,0.05,57.0,18.18,0.4,1.93,0.35903864923104933,67.01533122740076,231.65001262787777,220,593,442.0,-9.9,-39.0,BA_Canudos
20190215,29.47,36.84,23.06,0.2,57.48,19.75,0.53,2.51,0.3817669682904019,67.0069658812722,231.72176389093215,220,593,442.0,-9.9,-39.0,BA_Canudos
20190216,26.01,29.46,23.16,1.75,66.93,18.51,0.2,2.01,0.4044952873497546,66.98576297657381,231.72034294155125,220,593,442.0,-9.9,-39.0,BA_Canudos
20190217,28.91,35.38,22.96,1.34,61.4,22.18,0.46,2.22,0.4272236064091072,66.97863536460493,231.42063426739227,220,593,442.0,-9.9,-39.0,BA_Canudos
20190218,29.2,36.86,23.33,2.25,61.55,22.69,0.65,3.85,0.44995192546845986,66.98751520943354,229.98310441689765,220,593,442.0,-9.9,-39.0,BA_Canudos
20190219,28.64,36.99,22.29,0.11,57.27,25.34,0.65,3.92,0.4726802445278125,66.99174324129201,229.99056387055126,220,593,442.0,-9.9,-39.0,BA_Canudos
20190220,28.68,37.5,21.63,0.0,57.01,27.39,0.59,3.56,0.4954085635871651,66.97876099462839,229.8326090067259,220,593,442.0,-9.9,-39.0,BA_Canudos
20190221,27.5,35.34,22.1,0.0,57.11,26.54,0.41,3.56,0.49474817578413466,66.97058520620523,230.37685922089574,220,593,442.0,-9.9,-39.0,BA_Canudos
20190222,28.61,36.96,21.67,0.1,57.11,24.32,0.45,3.6,0.49408778798110414,67.02144049998417,230.74769502120816,220,593,442.0,-9.9,-39.0,BA_Canudos
20190223,28.09,33.78,23.12,0.39,61.09,18.97,0.28,2.86,0.4934274001780737,67.0088469063035,230.8100416383045,220,593,442.0,-9.9,-39.0,BA_Canudos
20190224,28.46,35.3,23.1,0.16,58.37,22.56,0.29,2.06,0.49276701237504317,67.02700538348658,231.5449608074338,220,593,442.0,-9.9,-39.0,BA_Canudos
20190225,28.86,35.86,23.29,0.56,58.35,19.57,0.3,2.13,0.4921066245720127,66.99890151739706,229.8320396395387,220,593,442.0,-9.9,-39.0,BA_Canudos
20190226,26.89,31.79,23.55,4.81,66.47,24.45,0.2,1.67,0.49144623676898225,67.02760362297924,229.75621122932898,220,593,442.0,-9.9,-39.0,BA_Canudos
20190227,28.25,34.26,22.89,0.53,58.01,22.58,0.46,1.95,0.49078584896595173,67.00645857313403,229.9900213682076,220,593,442.0,-9.9,-39.0,BA_Canudos
20190228,28.46,36.24,22.11,0.04,55.55,27.01,0.55,3.34,0.49012546116292127,67.00539086187564,231.05676674220572,220,593,442.0,-9.9,-39.0,BA_Canudos
20190301,27.28,33.17,22.66,0.0,59.5,25.28,0.33,3.14,0.48811946930003935,66.96222477144099,231.0581196097891,220,593,442.0,-9.9,-39.0,BA_Canudos
20190302,28.34,36.25,22.2,0.01,56.87,24.31,0.46,3.81,0.4861134774371575,66.98534989387194,230.78715337094357,220,593,442.0,-9.9,-39.0,BA_Canudos
20190303,27.73,34.87,22.66,0.1,60.6,23.57,0.35,3.58,0.4841074855742756,66.97682281130682,231.03528996662024,220,593,442.0,-9.9,-39.0,BA_Canudos
20190304,26.1,31.45,21.56,6.16,65.85,19.47,0.24,3.3,0.48210149371139366,67.01671639567157,232.0277076458136,220,593,442.0,-9.9,-39.0,BA_Canudos
20190305,26.96,33.59,21.89,1.87,65.48,20.48,0.67,4.13,0.4800955018485118,67.01590569087647,232.22774866447955,220,593,442.0,-9.9,-39.0,BA_Canudos
20190306,27.23,35.2,20.71,0.36,62.63,22.43,0.84,3.81,0.4780895099856299,67.01501423651358,232.5432147377313,220,593,442.0,-9.9,-39.0,BA_Canudos
20190307,27.53,35.58,21.77,0.99,62.37,22.08,0.83,3.77,0.47608351812274796,67.00190440734279,231.88308110988018,220,593,442.0,-9.9,-39.0,BA_Canudos
20190308,27.72,35.65,21.37,0.09,62.11,23.05,0.77,3.66,0.47407752625986604,66.97330976193227,232.35790895371932,220,593,442.0,-9.9,-39.0,BA_Canudos
20190309,28.04,36.15,21.52,0.01,57.44,24.7,0.71,4.07,0.4720715343969842,66.96159196494814,232.33772674428258,220,593,442.0,-9.9,-39.0,BA_Canudos
20190310,27.95,36.48,20.3,0.0,52.98,27.46,0.68,3.14,0.47006554253410227,66.98752609306591,231.39684410228733,220,593,442.0,-9.9,-39.0,BA_Canudos
20190311,28.47,36.92,20.41,0.0,51.15,28.16,0.59,3.11,0.5063114566556922,67.01518921535684,231.25581142888623,220,593,442.0,-9.9,-39.0,BA_Canudos
20190312,28.99,37.41,22.55,0.51,56.81,23.49,0.47,4.27,0.5425573707772822,67.04012627383206,230.451897642601,220,593,442.0,-9.9,-39.0,BA_Canudos
20190313,27.84,35.34,22.58,6.38,68.47,20.22,0.45,4.02,0.538777674336674,67.00448588973342,231.55925430194918,220,593,442.0,-9.9,-39.0,BA_Canudos
20190314,26.23,30.18,23.22,4.26,76.88,20.92,0.35,2.82,0.5349979778960658,67.0155895159257,230.09634624964136,220,593,442.0,-9.9,-39.0,BA_Canudos
20190315,27.51,34.93,21.86,0.47,65.37,22.26,1.31,3.44,0.5312182814554577,66.99957101200106,229.50275990425408,220,593,442.0,-9.9,-39.0,BA_Canudos
20190316,27.21,35.69,20.23,0.0,60.16,26.64,1.41,3.51,0.5274385850148495,66.98591234892214,228.9384718664395,220,593,442.0,-9.9,-39.0,BA_Canudos
20190317,27.61,35.97,20.44,0.0,58.47,24.65,1.27,2.94,0.5236588885742414,66.9700257996303,230.81979637624474,220,593,442.0,-9.9,-39.0,BA_Canudos
20190318,28.03,34.13,22.24,0.04,61.22,23.86,0.88,2.56,0.5283168319010093,66.9962697214771,231.2617234912373,220,593,442.0,-9.9,-39.0,BA_Canudos
20190319,29.95,38.1,22.17,0.01,53.84,24.52,1.12,1.9,0.5329747752277773,66.9857754239302,230.71737329985368,220,593,442.0,-9.9,-39.0,BA_Canudos
20190320,31.15,38.6,23.69,0.81,48.7,24.89,0.93,2.33,0.5376327185545452,66.99941224506254,229.13320934553965,220,593,442.0,-9.9,-39.0,BA_Canudos
20190321,26.63,28.56,23.78,6.59,71.24,18.38,0.21,2.56,0.5422906618813131,66.9804475869867,228.5086474578546,220,593,442.0,-9.9,-39.0,BA_Canudos
20190322,25.42,30.37,22.0,8.7,78.8,20.08,0.42,1.87,0.5469486052080811,67.05810135023235,230.1184421024478,220,593,442.0,-9.9,-39.0,BA_Canudos
20190323,25.61,30.55,21.08,16.95,78.44,17.69,1.45,1.24,0.551606548534849,67.08408383035331,231.84209258023824,220,593,442.0,-9.9,-39.0,BA_Canudos
20190324,24.35,27.2,22.4,15.97,86.63,21.72,0.91,2.15,0.556264491861617,67.05205586710231,233.01722700691812,220,593,442.0,-9.9,-39.0,BA_Canudos
